permutation,null_type,group_id,ppi_group,count,mean,sem
84,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82337,0.49695926289651404,0.0010006145135197887
84,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,6412,0.4204689814875309,0.003456291181207502
85,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12950,0.5283258030658604,0.002573091524808247
85,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,852466,0.49868292124448144,0.00031218870607750714
85,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,747102,0.5003289941551002,0.00033442399199729006
85,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82495,0.5138613767532282,0.001002438642953628
85,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2390,0.6018850839383436,0.005318044804354441
86,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12859,0.4883923093621203,0.0025092964491305126
86,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,907715,0.5002710932549974,0.0003040524118938175
86,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,693224,0.5019981378397168,0.0003456306918151318
86,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,77144,0.48450321613794245,0.001042479386901248
86,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4619,0.43188142046495515,0.0038136631405265666
87,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12731,0.5101648373390486,0.002571585342276353
87,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,921018,0.4979335910903716,0.0003029865718601806
87,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,690918,0.5015873132092491,0.000344486666779554
87,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,69344,0.5073381455274927,0.0010700716468073897
87,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3392,0.4123832560802848,0.004822860960572477
88,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12914,0.5105468572450989,0.002596926907684892
88,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,859919,0.4992415460670921,0.0003115448769871195
88,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,728976,0.5027336167191787,0.0003373392585557617
88,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,91670,0.48454098231033776,0.0009547180454759814
88,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3924,0.4297235110145404,0.004493245388470978
89,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12732,0.4795833300434562,0.0025649683751196675
89,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,889741,0.49954258969421805,0.0003065607649171236
89,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,711378,0.5000003278034161,0.00034113318878358114
89,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,79913,0.4998215072956718,0.00101629498274161
89,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1797,0.5049662547930169,0.0068762144488153515
90,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12746,0.4947963155902278,0.0026159190709046077
90,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,922187,0.4990746192638107,0.00030278133083283765
90,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,689456,0.5030224584192102,0.0003453359519128969
90,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,71258,0.4921639614387818,0.0010472575348544652
90,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1756,0.4733911555147331,0.006295748307810878
91,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12822,0.4975797128635463,0.002561393010165378
91,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,934071,0.5005281096706479,0.00029879800942651265
91,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,673788,0.4976150956674732,0.0003514677952386982
91,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,70650,0.5291651125246284,0.001084897054596707
91,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4230,0.45276444943303557,0.004506843339252499
92,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12874,0.49815246134954205,0.002494613985919805
92,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,918040,0.4992784265611557,0.00030002251365254313
92,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,684645,0.49943368746030603,0.0003497934348824138
92,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,75232,0.5027406209207038,0.001072728321413882
92,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4770,0.4491549051198405,0.004363716541774617
93,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,13027,0.506442186814251,0.002507191490144516
93,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,899334,0.49568596857967,0.0003053707732208391
93,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,697062,0.5027624831186048,0.0003443809440951152
93,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,83431,0.5260693504717445,0.0009933333370993208
93,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2707,0.5434250639362447,0.005453901770197735
94,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12948,0.49470212268797337,0.0024877985205480047
94,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,891912,0.5001905647607486,0.0003064410840168648
94,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,712225,0.5025697854103457,0.00034194499565021874
94,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,74910,0.48419250186259294,0.0010301983932823103
94,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5408,0.3792712068183019,0.003572047344203384
95,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12620,0.5024498104149584,0.0025597854206514466
95,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,910672,0.5034646955399814,0.00030168362339526
95,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,681617,0.49869243665243734,0.00035089369435038986
95,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85667,0.47963654791197724,0.0009817908458772822
95,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4985,0.4593667780005333,0.003876756771174333
96,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12594,0.5011230157039053,0.0025509383132880322
96,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,887196,0.5029831962405761,0.00030837019448607734
96,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,710089,0.4969247364378883,0.00034124048266434646
96,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,83281,0.4978613227667985,0.0009716095476362433
96,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4243,0.4702947092911179,0.0039550070388125165
97,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12806,0.519580841965546,0.002569830816723395
97,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,885734,0.49963209830845867,0.00030772417682272725
97,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,715234,0.4989238681242982,0.0003394884928787317
97,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,72641,0.5151118595930849,0.0010697495736104068
97,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3627,0.6276860205062706,0.0047495425627837075
98,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12592,0.4726001466200096,0.002584576591763794
98,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,874157,0.4971549046260058,0.00030948451499531425
98,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,716290,0.50347154042279,0.0003404594082391466
98,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,89321,0.509730618712072,0.0009611389246541115
98,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3201,0.5405978900641208,0.005103684613625302
99,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,13131,0.492079389865849,0.002563815529359462
99,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,892708,0.501446512210173,0.00030577922093699407
99,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,709319,0.49853709893131787,0.0003419160233310017
99,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,79860,0.5074979412714565,0.0010358252863205606
99,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2385,0.5457697913107082,0.006223403764964709
100,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12750,0.5257639826348446,0.0025278128836891687
100,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,876995,0.5048370683044848,0.0003077675390131672
100,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,724783,0.49633222098717217,0.0003391112121179065
100,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80776,0.4764032795390708,0.0010243021025895392
100,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2099,0.3991932753408904,0.006080376321313019
101,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12904,0.495732280787946,0.0025502334890723953
101,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,885733,0.49701848735260695,0.00030627260273586915
101,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,711484,0.5024759411401439,0.00034296712571839464
101,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82226,0.511690657626935,0.0010034734254633117
101,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3214,0.5368200647693011,0.005206568341887055
102,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12773,0.5039048616778157,0.0025834502478919172
102,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,881386,0.49663844654822425,0.00030771072795464334
102,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,713505,0.5032867946606581,0.00034145680460081893
102,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85527,0.5118348529197935,0.000993423406287295
102,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4212,0.4747210519462355,0.00437413961252963
103,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12916,0.5076941485024785,0.0025139561288309593
103,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,893295,0.4972308837719519,0.0003035215491968241
103,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,709668,0.5042253240062308,0.00034514554394337763
103,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,79581,0.4936189635456863,0.0010394640044297972
103,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1943,0.45406148672063734,0.005912028256255669
104,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12746,0.4917526324987895,0.0025519496836059266
104,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,895789,0.5012671884980267,0.00030428300007500237
104,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,700780,0.49841576593092396,0.000346283049697857
104,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,81732,0.5042764925486948,0.0010091249826213553
104,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,6356,0.468639727693905,0.0034470704946932954
105,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12730,0.5091682527848692,0.0025779023304807573
105,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,895927,0.49957465011485835,0.0003038804922569349
105,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,687729,0.49992974649852173,0.0003503020464529071
105,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,88830,0.5002745230266024,0.0009635984243321066
105,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,8504,0.49306149076434574,0.0030817703372237027
106,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12744,0.5183589382900599,0.0025738171626268538
106,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,876883,0.4979436896264441,0.0003098000848556143
106,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,718245,0.501551578999024,0.00033932549988552406
106,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,84915,0.49954680532099177,0.0009779367508808013
106,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2774,0.4676565049636572,0.005338229461410463
107,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12633,0.4878344736184454,0.00258247650731335
107,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,903545,0.5011385234532482,0.00030435842534066093
107,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,697254,0.49887569461935555,0.0003456636124032773
107,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80376,0.49611980113848514,0.0010045637110343622
107,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3595,0.5047222114419803,0.004589612660063481
108,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12890,0.507903639804841,0.0025454511969856676
108,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,894922,0.5059629594520632,0.000305683577739817
108,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,708140,0.49495042925184046,0.00034274946627724045
108,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,77312,0.47646869476768006,0.0010211574950732812
108,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4139,0.41920176904608447,0.004202335178314376
109,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12750,0.5197373751919808,0.002566188495720204
109,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,859772,0.5003792583800586,0.000311402539924921
109,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,723722,0.5001603099536905,0.00034044452285133636
109,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,94543,0.49244578542453277,0.0009233246964902524
109,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4774,0.45173773523896604,0.003752295652998714
110,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12734,0.526307735110009,0.0025719866715789236
110,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,860630,0.4986467984329299,0.0003113728767532577
110,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,735414,0.49932790438527785,0.0003368551447302889
110,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,83368,0.5054363593354311,0.0009974350851495487
110,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5257,0.5306971387520565,0.003831682754465145
111,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12842,0.5010099413239747,0.0025176734797893387
111,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,891393,0.4993402041491233,0.0003031713634199904
111,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,710004,0.5000881404189343,0.0003442042711872636
111,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,78960,0.5111092920158694,0.0010679647183529167
111,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4204,0.457248815144814,0.004911433562882999
112,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12720,0.5106369352507762,0.002580379670202306
112,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,891505,0.5048839993392865,0.00030698982789624144
112,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,714474,0.4961300540934136,0.0003405231612888746
112,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,73539,0.48083626523573747,0.0010397209698992122
112,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3323,0.5295897966352183,0.004928003670999292
113,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12780,0.4741941210464222,0.002500009229897173
113,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,895022,0.49729150417893064,0.0003028587929627243
113,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,717150,0.5017666368735216,0.00034267921004241345
113,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,71123,0.5002020749973567,0.001108832711943936
113,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,1328,0.5134118558956153,0.007859542409308097
114,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12778,0.4867678447487703,0.002468353892523253
114,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,873972,0.49235673189980733,0.00030846790467856826
114,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,718135,0.5060596545299005,0.00034116238204529904
114,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,87371,0.5264788494431322,0.0009787303148343534
114,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3305,0.5262990319342004,0.0051119028690108535
115,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12742,0.4965669154300972,0.002548264160423167
115,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,888059,0.4946568248931767,0.0003050055579107437
115,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,709225,0.5072058166207474,0.0003446721814357828
115,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,79155,0.4964239115889413,0.0010227402447310341
115,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4539,0.520710623345795,0.003936987072478412
116,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12702,0.48959126576712014,0.002516430495732437
116,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,874038,0.4974735928216738,0.0003086946395689189
116,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,716186,0.5031573098130966,0.000341099004144497
116,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82768,0.5069314522728217,0.0010057662683262633
116,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,6186,0.4548264909310109,0.00351892435112181
117,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12670,0.5016975761901661,0.0026268866624739777
117,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,889337,0.4984352294949847,0.00030743773198843095
117,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,712077,0.5017838616952262,0.00034112602383093617
117,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,80913,0.4938583625237349,0.0010016317475577195
117,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2406,0.4895571112140498,0.00551935873065977
118,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12775,0.5205220191503571,0.0024884594714142476
118,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,859276,0.5045439262193737,0.00031026334602668953
118,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,737689,0.49358572560448283,0.0003373856867418225
118,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85518,0.5103423267071613,0.0010006971123922457
118,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2145,0.5986678949021629,0.006593406866475108
119,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12856,0.5076166821044125,0.0025460150156426642
119,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,898901,0.5016997256252057,0.0003053467843790545
119,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,694244,0.4986073795739315,0.00034573141005413306
119,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,84879,0.4887502429865075,0.00098079634379291
119,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4681,0.43379608420914306,0.004132893717625548
120,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,13031,0.4759816383391465,0.002522697202695232
120,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,904936,0.4974837652051189,0.00030457936924573335
120,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,687744,0.5027527272233975,0.0003464485145042745
120,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,87235,0.5090471109898069,0.0009756350290068188
120,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,2615,0.5450053330010568,0.00573338098617917
121,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12726,0.49724223722074573,0.0025232622096203684
121,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,874043,0.5008402639907164,0.00030917510822702437
121,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,723732,0.499900873800295,0.00033830404622806103
121,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,83011,0.4916231212300343,0.0010170362605744579
121,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,3891,0.43525950017724735,0.004723755283638264
122,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12730,0.5210921327854845,0.002559980505147566
122,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,885532,0.5074836812275756,0.00030779029297098363
122,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,707219,0.49003869994926924,0.0003414042604572702
122,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85536,0.48517035736248565,0.0009816311131465541
122,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4544,0.4591332210427475,0.004035791670147805
123,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12605,0.47718549288869444,0.0026080998209863683
123,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,896028,0.4976726059281253,0.0003052018186120683
123,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,700315,0.5042012445291505,0.0003442237223408362
123,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,81868,0.4912850125426932,0.001004320162620768
123,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4745,0.524096626703304,0.004417340233339085
124,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12823,0.5216865063286917,0.0025822494721200345
124,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,890654,0.5013491537523077,0.0003038596843700193
124,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,699917,0.4979182110292966,0.0003473234926597458
124,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,85201,0.5003112829230023,0.001012009864541664
124,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5125,0.4695355318971996,0.00408837797198191
125,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,13047,0.4779929525901584,0.002469654903781548
125,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,913236,0.5009902901794905,0.0003011805080273367
125,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,694725,0.49747584809134215,0.0003465939641154915
125,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,70761,0.48808835499844566,0.0010855839151840908
125,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,5634,0.5304047586274739,0.004216854005334811
126,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12642,0.5081137085250133,0.0025759719575032215
126,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,872834,0.5003958154231326,0.00030943871294899025
126,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,722050,0.502374730061432,0.0003398543440590045
126,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,3,4,82013,0.48607175344944165,0.0009931576089260983
126,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,4,>4,4181,0.4095982933455136,0.004165514913047271
127,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,0,1,12622,0.522851498164811,0.0026305110703736495
127,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,1,2,914829,0.5013822762867273,0.000302303121238425
127,protein_embedding_entity_label_shuffle_plus_exact_degree_ppi_label_shuffle,2,3,687799,0.49913024646765075,0.000347223740775556
